fold,train,valid
0,0.8457962157565934,0.7831103412982356
1,0.8485186425031729,0.7744836182873871
2,0.8758865425365694,0.772539455838199
3,0.8367827498536136,0.7835740483605073
4,0.8497865545052172,0.7765560540318102
5,0.838304598288183,0.7763317780704467
6,0.8372422985787344,0.784072039047577
7,0.8461723577420653,0.7766618343020749
8,0.8313110175640357,0.7826483306831651
9,0.8396693705128861,0.7736266553932444
overall,0.8449470347841072,0.7782142398785228
