fold,train,valid
0,0.8396269292000321,0.7822844448719481
1,0.8647884361909283,0.7754532031818501
2,0.853420061986585,0.772379401415161
3,0.8350130262833698,0.7835366155625254
4,0.8551558823002217,0.776973759295173
5,0.8410552169748117,0.7773271594086321
6,0.8522755877321547,0.7854023504333436
7,0.8320275430389648,0.7773321121970698
8,0.835319537468353,0.7827306975208219
9,0.8478613646127698,0.7739994482614411
overall,0.8456543585788191,0.7786742486026311
