fold,train,valid
0,0.9855685528679097,0.980025314517018
1,0.9859429343377937,0.9775298726678069
2,0.988108090754477,0.9787004056025381
3,0.9864837793894958,0.9790950410421445
4,0.9851857563030668,0.9783081949805086
5,0.9839469583661571,0.9783817380762249
6,0.9885557295151219,0.9789203206030287
7,0.9831721803647328,0.978046615230659
8,0.9861208828497818,0.978671241920271
9,0.9876591508118451,0.9785722617174465
overall,0.9860744015560382,0.9786240871886404
