fold,train,valid
0,0.9006542896787307,0.7621463169253486
1,0.8948396832060549,0.780222069832599
2,0.8928981240411189,0.7769949086893326
3,0.8573442005570474,0.770819803759104
4,0.8361204029189607,0.7769850254854967
5,0.8763429856902297,0.7832989256960607
6,0.866742335039936,0.7731191220025988
7,0.9463966430082346,0.7690873691627291
8,0.8416729064761931,0.7728365720358774
9,0.8579052655882526,0.7624959302063251
overall,0.8770916836204758,0.772770919092256
