fold,train,valid
0,0.9881535272932555,0.9800378368046128
1,0.9832228076721757,0.977411455225431
2,0.9867896071029227,0.9785001451934268
3,0.9868096597740861,0.9791283358748081
4,0.9848923499140485,0.9782853343671917
5,0.9872354642013712,0.9785379375099901
6,0.9889494462952724,0.9788949506812751
7,0.9845000950340834,0.9779878847267554
8,0.9869493853648676,0.9786853452241513
9,0.9872760255987441,0.9784936025004843
overall,0.9864778368250828,0.9785993561411519
