fold,train,valid
0,0.9891714695775922,0.9819303102197724
1,0.988718168897574,0.9798587073225336
2,0.9921086368220265,0.9808641423113028
3,0.986895097866642,0.981332822710785
4,0.9875521242275946,0.9804459101032535
5,0.9882015723475149,0.9805933804001447
6,0.9876808967772316,0.9808275160151557
7,0.9852479363712832,0.9801094199971412
8,0.9892520712485245,0.9807815566968033
9,0.9902578768856183,0.9803069504218653
overall,0.9885085851021602,0.9806995209280608
