feature,importance
0,18.6
1,13.799999999999999
2,126.59999999999998
3,206.2
4,138.79999999999998
5,105.99999999999999
6,219.9
7,180.7
8,163.70000000000002
9,158.0
10,0.0
11,0.30000000000000004
12,0.0
13,6.399999999999999
14,36.7
15,60.7
16,2.4
17,359.4
18,355.2
19,271.59999999999997
20,40.300000000000004
21,30.500000000000004
22,32.7
23,10.399999999999999
24,26.199999999999996
25,16.700000000000003
26,25.8
27,25.6
28,23.5
29,25.700000000000003
30,5.999999999999999
31,10.1
32,24.400000000000002
33,44.7
34,16.7
35,18.2
36,16.3
37,5.2
38,7.699999999999999
39,6.1000000000000005
40,26.599999999999998
41,23.5
42,43.6
43,138.7
44,31.2
45,0.0
46,0.9
47,1.5
48,16.599999999999998
49,18.900000000000002
50,139.3
51,190.6
52,129.0
53,80.7
54,68.89999999999999
55,1.2
56,4.999999999999999
57,16.1
58,19.599999999999998
59,49.10000000000001
60,17.2
61,14.799999999999999
62,13.400000000000002
63,14.9
64,9.3
65,0.3
66,0.0
67,0.0
68,0.1
69,21.900000000000002
70,0.0
71,1.9000000000000001
72,1.9999999999999998
73,82.4
74,140.4
75,50.39999999999999
76,69.5
77,52.199999999999996
78,3.5
79,62.400000000000006
80,121.0
81,50.800000000000004
82,83.39999999999999
83,69.9
84,11.6
85,53.89999999999999
86,92.60000000000001
87,50.7
88,74.3
89,40.2
90,0.0
91,104.3
92,73.89999999999999
93,80.6
94,76.79999999999998
95,81.7
96,102.19999999999999
97,52.599999999999994
98,41.6
99,31.0
100,60.0
101,67.7
102,42.00000000000001
103,52.400000000000006
104,41.2
105,52.800000000000004
106,42.400000000000006
107,0.0
108,7.500000000000001
109,0.0
110,18.4
111,41.800000000000004
112,31.2
113,0.1
114,35.6
115,26.999999999999996
116,10.200000000000001
117,88.1
118,28.3
119,71.4
120,45.599999999999994
121,26.5
122,47.8
123,49.60000000000001
124,74.3
125,23.7
126,34.6
127,76.29999999999998
128,41.900000000000006
129,50.0
130,45.79999999999999
131,42.300000000000004
132,58.4
133,52.29999999999999
134,52.70000000000001
135,86.0
136,43.0
137,103.2
138,12.1
139,99.69999999999999
140,24.000000000000004
141,0.1
142,44.6
143,25.4
144,30.4
145,53.7
146,57.1
147,95.2
148,38.2
149,37.9
150,18.9
151,32.199999999999996
152,53.00000000000001
153,50.8
154,19.2
155,0.8
156,27.300000000000004
157,85.0
158,40.900000000000006
159,12.899999999999999
160,22.5
161,13.5
162,31.9
163,9.4
164,33.99999999999999
165,33.3
166,0.30000000000000004
167,2.4000000000000004
168,1.1
169,32.2
170,34.8
171,20.3
172,7.1000000000000005
173,41.5
174,20.3
175,38.900000000000006
176,34.400000000000006
177,4.999999999999999
178,18.400000000000002
179,1.5
180,11.299999999999999
181,27.5
182,0.30000000000000004
183,6.699999999999999
184,6.6
185,33.300000000000004
186,0.0
187,0.0
188,16.9
189,5.1000000000000005
190,22.599999999999998
191,0.0
192,0.0
193,0.4
194,0.9
195,8.4
196,1.2
197,8.200000000000001
198,18.400000000000002
199,19.6
200,8.200000000000001
201,41.3
202,21.400000000000002
203,2.1
204,11.9
205,11.100000000000003
206,18.900000000000002
207,29.8
208,14.900000000000002
209,5.3
210,22.6
211,11.4
212,21.099999999999998
213,20.700000000000003
214,69.1
215,38.4
216,11.2
217,10.6
218,8.9
219,16.400000000000002
220,23.9
221,1.2000000000000002
222,24.7
223,63.599999999999994
224,67.19999999999999
225,37.800000000000004
226,85.3
227,80.69999999999999
228,97.99999999999999
229,13.799999999999999
230,11.799999999999999
231,48.9
232,12.2
233,29.599999999999998
234,0.0
235,66.0
236,0.8
237,65.8
238,61.300000000000004
239,0.0
240,96.7
241,117.0
242,118.7
243,118.1
244,52.9
245,29.600000000000005
246,50.0
247,110.60000000000001
248,114.1
249,105.20000000000002
