fold,train,valid
0,0.7294891184598802,0.6168023496385483
1,0.7398346254427994,0.6382336513718474
2,0.7056258212810337,0.6254512752637007
3,0.6727861057803425,0.6176068483418705
4,0.7024878596661228,0.6083583958028775
5,0.7547080816061615,0.631937516293442
6,0.7589552449418204,0.6229316007763843
7,0.690046537797346,0.6154785469229164
8,0.6812820262010139,0.6198220873601927
9,0.6951254233128684,0.610624295799908
overall,0.7130340844489389,0.6206501242838844
